,spa,fre
2845,misjones,misjɔ̃
2846,ɾinoseɾonte,ʁinoseʁɔs
2847,unibeɾsal,ynivɛʁsɛl
2848,impulsos,ɛ̃pylsjɔ̃
2849,kompɾometeɾ,kɔ̃promɛtʁ
2850,linɣwistas,lɛ̃ɡɥist
2851,kontaktos,kɔ̃takt
2852,pasaɾela,pasəʁɛl
2853,meksikanos,mɛksikɛ̃
2854,maskulinos,maskylɛ̃
2855,bisepɾesiðentes,vis-pʁezidɑ̃
2856,indikatibo,ɛ̃dikatif
2857,inteɾnautas,ɛ̃tɛʁnot
2858,poemas,poɛm
2859,sentenaɾjo,sɑ̃tənɛʁ
2860,ɾesultaðos,ʁezylta
2861,kapasiðað,kapasite
2862,deskolonisasion,dekolonizasjɔ̃
2863,lexislatibas,leʒislativ
2864,foɾmasiones,fɔʁmasjɔ̃
2865,pɾobinsia,provɛ̃s
2866,oponentes,opozɑ̃
2867,subxetiba,sybʒɛktiv
2868,essenaɾjos,senaʁjo
2869,koloɾes,kulœʁ
2870,fat͡ʃaðas,fasad
2871,kamjones,kamjɔ̃
2872,anekðotiko,anɛkdotik
2873,klanes,klɑ̃
2874,pɾensas,pʁɛs
2875,kontempoɾaneo,kɔ̃tɑ̃poʁɛ̃
2876,tensjon,tɑ̃sjɔ̃
2877,tendensia,tɑ̃dɑ̃s
2878,tɾaktoɾes,tʁaktœʁ
2879,kombates,kɔ̃ba
2880,ɾefoɾmas,ʁefɔʁm
2881,ɡobeɾnansa,ɡuvɛʁnɑ̃s
2882,kompetitibiðað,kɔ̃petitivite
2883,alteɾnan,altɛʁn
2884,kampeonato,ʃɑ̃pjona
2885,ekssentɾika,ɛksɑ̃tʁik
2886,ɾestauɾantes,ʁɛstoʁɑ̃
2887,lixeɾamente,leʒɛʁəmɑ̃
2888,pɾomesas,promɛs
2889,wmanitaɾja,ymanitɛʁ
2890,kapitan,kapitɛn
2891,balones,balɔ̃
2892,ɾepɾoðuksiones,ʁəprodyksjɔ̃
2893,inaksesible,inaksɛsibl
2894,ensimas,ɑ̃zim
2895,optima,ɔptimal
2896,seɾjes,seʁi
2897,miʝas,mil
2898,solemnemente,solanɛləmɑ̃
2899,iðentifikable,idɑ̃tifjabl
2900,espiɾitwal,spiʁitɥɛl
2901,ɾekonkista,ʁəkɔ̃kɛt
2902,maioɾitaɾja,maʒoʁitɛʁ
2903,peɾsonaliðaðes,pɛʁsonalite
2904,balanse,bilɑ̃
2905,sosioloxia,sosjoloʒi
2906,ɾeimpɾesjon,ʁeɛ̃pʁɛsjɔ̃
2907,automatisaðo,otomatize
2908,pɾotestantes,protɛstɑ̃
2909,independjente,ɛ̃depɑ̃dɑ̃t
2910,deteksion,detɛksjɔ̃
2911,amenasas,mənas
2912,eðukatibo,edykatif
2913,aumentaðo,oɡmɑ̃te
2914,ɾesume,ʁezym
2915,tempeɾatuɾa,tɑ̃peʁatyʁ
2916,kolektibo,kolɛktif
2917,bisibiliðað,vizibilite
2918,pɾotexen,protɛʒ
2919,tɾimestɾal,tʁimɛstʁijɛl
2920,sentɾal,sɑ̃tʁal
2921,dissipulo,disipl
2922,pɾobinsiales,provɛ̃sjo
2923,pɾoɣɾesistas,proɡʁɛsist
2924,difikultað,difikylte
2925,kwestjon,kɛstjɔ̃
2926,konbiksiones,kɔ̃viksjɔ̃
2927,asimilaðos,asimile
2928,dokumentales,dokymɑ̃tɛʁ
2929,eksplikaɾ,ɛksplike
2930,sitwasiones,sitɥasjɔ̃
2931,paɾlamentaɾja,paʁləmɑ̃tɛʁ
2932,konbeɾsjon,kɔ̃vɛʁsjɔ̃
2933,neutɾaliðað,nœtʁalite
2934,kontable,kɔ̃tabl
2935,destɾuksion,dɛstʁyksjɔ̃
2936,fusjonaða,fyzjone
2937,asimetɾika,asimetʁik
2938,kwatɾo,katʁ
2939,euɾopeo,œʁopeɛ̃
2940,kontɾaðiksiones,kɔ̃tʁadiksjɔ̃
2941,manipulasiones,manipylasjɔ̃
2942,metabolismo,metabolism
2943,espektɾos,spɛktʁ
2944,kamjon,kamjɔ̃
2945,dekoɾatibos,dekoʁatif
2946,bobino,bovin
2947,inkompleta,ɛ̃kɔ̃plɛt
2948,kontɾobeɾsja,kɔ̃tʁovɛʁs
2949,fotoɣɾafjaɾ,fotoɡʁafje
2950,dɾama,dʁam
2951,anɣlikana,ɑ̃ɡlikan
2952,kolektibiðaðes,kolɛktivite
2953,kondision,kɔ̃disjɔ̃
2954,ɡiaðas,ɡide
2955,autoktona,otokton
2956,manifestasion,manifɛstasjɔ̃
2957,moɾal,moʁal
2958,intelektwal,ɛ̃tɛlɛktɥɛl
2959,kompaɾten,paʁtaʒ
2960,paisaxista,peizaʒist
2961,kolektiba,kolɛktiv
2962,natuɾalesa,natyʁ
2963,maxistɾaðos,maʒistʁa
2964,submaɾinos,su-maʁɛ̃
2965,fasetas,fasɛt
2966,miles,milje
2967,inestable,ɛ̃stabl
2968,mandato,mɑ̃da
2969,planes,plɑ̃
2970,kontɾobeɾtiða,kɔ̃tʁovɛʁse
2971,paisaxes,peizaʒ
2972,penales,penal
2973,lexislatuɾa,leʒislatyʁ
2974,suxieɾe,syɡʒɛʁ
2975,kalsio,kalsjɔm
2976,ɾelikja,ʁəlik
2977,opeɾatibo,opeʁasjonɛl
2978,natuɾalisasion,natyʁalizasjɔ̃
2979,bilinɣwe,bilɛ̃ɡ
2980,apaɾtamento,apaʁtəmɑ̃
2981,teknoloxia,tɛknoloʒi
2982,sibiles,sivil
2983,ɾetɾansmisjon,ʁətʁɑ̃smisjɔ̃
2984,ɾaðikalmente,ʁadikaləmɑ̃
2985,alkooles,alkɔl
2986,konektoɾ,konɛktœʁ
2987,libɾemente,libʁəmɑ̃
2988,metoðos,metɔd
2989,difeɾensiasion,difeʁɑ̃sjasjɔ̃
2990,selulas,sɛlyl
2991,konfiɾman,kɔ̃fiʁm
2992,inskɾitos,ɛ̃skʁi
2993,opeɾasion,opeʁasjɔ̃
2994,plenipotensiaɾjo,plenipotɑ̃sjɛʁ
2995,koɾoneles,kolonɛl
2996,pɾonunsiasion,pronɔ̃sjasjɔ̃
2997,eroɾ,ɛʁœʁ
2998,beɾlines,bɛʁlinwa
2999,xweses,ʒyʒ
3000,kompaɾasiones,kɔ̃paʁɛzɔ̃
3001,militantes,militɑ̃
3002,austɾaljanas,ostʁaljɛn
3003,baras,baʁ
3004,ɾelixion,ʁəliʒjɔ̃
3005,kontɾibwiðo,kɔ̃tʁibɥe
3006,xuðisiales,ʒydisjɛʁ
3007,ɾespetaɾ,ʁɛspɛkte
3008,ekstɾaoɾðinaɾja,ɛkstʁaɔʁdinɛʁ
3009,konkoɾðja,kɔ̃kɔʁd
3010,pɾostitusion,pʁɔstitysjɔ̃
3011,bjolasiones,vjɔlasjɔ̃
3012,tibetano,tibetɛ̃
3013,metɾo,metʁo
3014,xunta,ʒɛ̃t
3015,eminentes,eminɑ̃
3016,demokɾasia,demokʁasi
3017,pɾotestas,protɛstasjɔ̃
3018,positiba,pozitiv
3019,asambleas,asɑ̃ble
3020,aksesibles,aksɛsibl
3021,pɾotektoɾes,protɛktœʁ
3022,kɾusifixo,kʁysifi
3023,sekɾetas,səkʁɛt
3024,instituto,ɛ̃stity
3025,buðistas,budist
3026,dilixensia,diliʒɑ̃s
3027,patɾimonjo,patʁimwan
3028,inteɾjoɾes,ɛ̃teʁjœʁ
3029,bjetnamita,vjɛtnamjɛ̃
3030,deleɣasiones,deleɡasjɔ̃
3031,sanɣinea,sɑ̃ɡin
3032,ɾepɾesentaðos,ʁəpʁezɑ̃te
3033,bombaɾðeaɾ,bɔ̃baʁde
3034,maɣnesjo,maɲezjɔm
3035,tjeras,tɛʁ
3036,desapaɾision,dispaʁisjɔ̃
3037,testamento,tɛstamɑ̃
3038,planetas,planɛt
3039,endemika,ɑ̃demik
3040,tɾansfoɾmaɾ,tʁɑ̃sfɔʁme
3041,supeɾfisie,syʁfas
3042,nasionaliðað,nasjonalite
3043,ɡeriʝa,ɡeʁija
3044,mensiones,mɑ̃sjɔ̃
3045,paɾtisipa,paʁtisip
3046,fɾaksiones,fʁaksjɔ̃
3047,loɣotipos,loɡo
3048,ofisiales,ofisjɛl
3049,pasapoɾte,pasəpɔʁ
3050,austɾjakos,otʁiʃjɛ̃
3051,beɾtikal,vɛʁtikal
3052,sentɾalisaða,sɑ̃tʁalize
3053,epiðemjas,epidemi
3054,sensibiliðað,sɑ̃sibilite
3055,bolkanes,vɔlkɑ̃
3056,eksplotaðo,ɛksplwate
3057,animasiones,animasjɔ̃
3058,maɾina,maʁin
3059,institutos,ɛ̃stity
3060,indiɾekta,ɛ̃diʁɛkt
3061,ɾesistiɾ,ʁeziste
3062,atakes,atak
3063,elementales,elemɑ̃tɛʁ
3064,tenis,tɛnis
3065,kateðɾal,katedʁal
3066,pɾinsipes,pʁɛ̃s
3067,maɣnetismo,maɲetism
3068,bombaɾðeɾo,bɔ̃baʁdje
3069,aɾɣwmentos,aʁɡymɑ̃
3070,inteɾpɾetasiones,ɛ̃tɛʁpʁetasjɔ̃
3071,plantaða,plɑ̃te
3072,bareɾas,baʁjɛʁ
3073,kontɾaðiksion,kɔ̃tʁadiksjɔ̃
3074,tɾjanɣwlaɾes,tʁijɑ̃ɡylɛʁ
3075,monxe,mwan
3076,funsionales,fɔ̃ksjonɛl
3077,kondisiones,kɔ̃disjɔ̃
3078,potensialmente,potɑ̃sjɛləmɑ̃
3079,tɾjanɣwlo,tʁijɑ̃ɡl
3080,ɡaɾantisaɾ,ɡaʁɑ̃tiʁ
3081,pɾefeɾensias,pʁefeʁɑ̃s
3082,klandestino,klɑ̃dɛstɛ̃
3083,moðifika,modifjɑ̃
3084,ɾexionalista,ʁeʒjonalist
3085,aɾistokɾatas,aʁistokʁat
3086,kɾeasiones,kʁeasjɔ̃
3087,kɾimenes,kʁim
3088,oɾjentasiones,oʁjɛ̃tasjɔ̃
3089,inmobiljaɾjo,imobilje
3090,inbitasiones,ɛ̃vitasjɔ̃
3091,nesesaɾjamente,nesɛsɛʁəmɑ̃
3092,fusjonaɾ,fysjone
3093,aɾxentino,aʁʒɑ̃tɛ̃
3094,nomaða,nomad
3095,autoktonas,otokton
3096,ɾampa,ʁɑ̃p
3097,mensaxeɾos,mɛsaʒe
3098,ɾesponsabiliðaðes,ʁɛspɔ̃sabilite
3099,diɾeksiones,diʁɛksjɔ̃
3100,boluntaɾjas,volɔ̃tɛʁ
3101,konsultoɾes,kɔ̃syltɑ̃
3102,fiskal,fiskal
3103,toksisiðað,tɔksisite
3104,toɾtuɣa,tɔʁty
3105,konboi,kɔ̃vwa
3106,ɾebisjones,ʁevizjɔ̃
3107,populaɾ,popylɛʁ
3108,bestixio,vɛstiʒ
3109,kombinaðo,kɔ̃bine
3110,limitaðas,limite
3111,bakante,vakɑ̃
3112,ʝstoɾjaðoɾ,istɔʁjɛ̃
3113,mobilisaɾ,mobilize
3114,institusiones,ɛ̃stitysjɔ̃
3115,ultimatum,yltimatɔm
3116,ɾekuɾso,ʁəkuʁ
3117,kontɾibusiones,kɔ̃tʁibysjɔ̃
3118,tempeɾatuɾas,tɑ̃peʁatyʁ
3119,ɡereɾa,ɡɛʁjɛʁ
3120,balistikos,balistik
3121,pɾotesta,protɛstasjɔ̃
3122,sekswal,sɛksɥɛl
3123,sentɾista,sɑ̃tʁist
3124,inmobiljaɾjas,imobiljɛʁ
3125,kolombjano,kolɔ̃bjɛ̃
3126,potensiales,potɑ̃sjɛl
3127,esteɾlinas,stɛʁliŋ
3128,oɾɣanisasiones,ɔʁɡanizasjɔ̃
3129,desiɣnaɾ,deziɲe
3130,aitjano,aisjɛ̃
3131,ɾepɾesentatiba,ʁəpʁesɑ̃tativ
3132,inteɾnasionales,ɛ̃tɛʁnasjonal
3133,aðulta,adylt
3134,esseptisismo,sɛptisism
3135,pɾaɣmatika,pʁaɡmatik
3136,tɾafiko,tʁafik
3137,litɾo,litʁ
3138,koopeɾatiba,koopeʁativ
3139,anxeles,ɑ̃ʒ
3140,sustansia,sybstɑ̃s
3141,oksiðental,ɔksidɑ̃tal
3142,konstitusiones,kɔ̃stitysjɔ̃
3143,platos,pla
3144,baɾjaɾ,vaʁje
3145,diskoteka,diskotɛk
3146,infektaðos,ɛ̃fɛkte
3147,kandiðatos,kɑ̃dida
3148,eksklwiðo,ɛkskly
3149,leones,ljɔ̃
3150,ombɾe,ɔm
3151,meðjokɾes,medjɔkʁ
3152,xeɾmenes,ʒɛʁm
3153,faboɾitos,favoʁi
3154,filtɾo,filtʁ
3155,distansias,distɑ̃s
3156,silbikultuɾa,silvikyltyʁ
3157,aislaɾ,izole
3158,institusion,ɛ̃stitysjɔ̃
3159,suðafɾikano,syd-afʁikɛ̃
3160,seɣmentos,sɛɡmɑ̃
3161,independentista,ɛ̃depɑ̃dɑ̃tist
3162,diplomas,diplom
3163,ɾeabilitasion,ʁeabilitasjɔ̃
3164,ɾelixiones,ʁəliʒjɔ̃
3165,patɾjotikas,patʁijotik
3166,siklistas,siklist
3167,desaɾme,dezaʁməmɑ̃
3168,ʝbɾiða,ibʁid
3169,silensio,silɑ̃s
3170,ɾepoɾtaxe,ʁəpɔʁtaʒ
3171,kontɾolaðos,kɔ̃tʁole
3172,bisjonaɾjo,visjonɛʁ
3173,multinasionales,myltinasjonal
3174,xiɣante,ʒeɑ̃
3175,ʝeɾbas,ɛʁb
3176,inteɾbensiones,ɛ̃tɛʁvɑ̃sjɔ̃
3177,kontɾolaðo,kɔ̃tʁole
3178,ɾaios,ʁɛjɔ̃
3179,fɾjo,fʁwa
3180,inisiatiba,inisjativ
3181,konsumiɾ,kɔ̃some
3182,kaɾikatuɾa,kaʁikatyʁ
3183,toɾtuɾa,tɔʁtyʁ
3184,mensaxes,mɛsaʒ
3185,fiksiones,fiksjɔ̃
3186,xenes,ʒɛn
3187,pɾopulsjon,propylsjɔ̃
3188,oteles,otɛl
3189,desinteɣɾasion,dezɛ̃teɡʁasjɔ̃
3190,tɾaðisional,tʁadisjonɛl
3191,intensiba,ɛ̃tɑ̃siv
3192,kwalifikaðos,kalifje
3193,kaɾabana,kaʁavan
3194,paɾentesko,paʁɑ̃te
3195,espesialistas,spesjalist
3196,dopaxe,dopaʒ
3197,ɾepɾesentaða,ʁəpʁesɑ̃te
3198,konstitusionales,kɔ̃stitysjonɛl
3199,ektaɾeas,ɛktaʁ
3200,publikaðos,pyblije
3201,limitaðo,limite
3202,dɾoɣas,dʁɔɡ
3203,koɣnitibas,koɲitiv
3204,deteɾminantes,detɛʁminɑ̃
3205,kombinaða,kɔ̃bine
3206,biblja,bibl
3207,siɾkula,siʁkyl
3208,oɾisontal,oʁizɔ̃tal
3209,maɾea,maʁe
3210,kombinando,kɔ̃binɑ̃
3211,konstitusion,kɔ̃stitysjɔ̃
3212,bendiðos,vɑ̃dy
3213,tuɾistas,tuʁist
3214,maxistɾaðo,maʒistʁa
3215,pɾomesa,promɛs
3216,konbokaɾ,kɔ̃voke
3217,manipulasion,manipylasjɔ̃
3218,ostiliðaðes,ɔstilite
3219,fɾuto,fʁɥi
3220,kleɾo,klɛʁʒe
3221,suðameɾikano,syd-ameʁikɛ̃
3222,ɾetoɾno,ʁətuʁ
3223,ɾotasion,ʁotasjɔ̃
3224,kɾeible,kʁedibl
3225,ʝðɾokaɾbuɾos,idʁokaʁbyʁ
3226,maɾksistas,maʁksist
3227,talento,talɑ̃
3228,meksikano,mɛksikɛ̃
3229,semanas,səmɛn
3230,koɾso,kɔʁs
3231,seksion,sɛksjɔ̃
3232,fɾaɣmentasion,fʁaɡmɑ̃tasjɔ̃
3233,exemplos,ɛgzɑ̃pl
3234,sekswales,sɛksɥɛl
3235,kɾistjanismo,kʁistjanism
3236,defoɾestasion,defoʁɛstasjɔ̃
3237,ɡeras,ɡɛʁ
3238,ɾekonkistaɾ,ʁəkɔ̃keʁiʁ
3239,komplexas,kɔ̃plɛks
3240,karusel,kaʁuzɛl
3241,kontɾibwiɾ,kɔ̃tʁibɥe
3242,publisitaɾjas,pyblisitɛʁ
3243,konsulaɾ,kɔ̃sylɛʁ
3244,futuɾas,fytyʁ
3245,inbasjones,ɛ̃vazjɔ̃
3246,militaɾmente,militɛʁəmɑ̃
3247,koeɾensia,koeʁɑ̃s
3248,desfaboɾable,defavoʁabl
3249,kontempoɾaneos,kɔ̃tɑ̃poʁɛ̃
3250,kilometɾos,kilomɛtʁ
3251,ɾepɾesentatibo,ʁəpʁezɑ̃tatif
3252,seɾtifikasion,sɛʁtifikasjɔ̃
3253,pasjones,pasjɔ̃
3254,kljentes,klijɑ̃
3255,domestikasion,domɛstikasjɔ̃
3256,dibeɾsifikaɾ,divɛʁsifje
3257,pɾofesjonalisasion,profɛsjonalizasjɔ̃
3258,espaɲoles,ɛspaɲɔl
3259,pɾinsesa,pʁɛ̃sɛs
3260,kontɾapaɾtiða,kɔ̃tʁəpaʁti
3261,fasil,fasil
3262,detektoɾes,detɛktœʁ
3263,paɾtiðo,paʁti
3264,eðisiones,edisjɔ̃
3265,indepenðentistas,ɛ̃depɑ̃dɑ̃tist
3266,konstɾwiɾ,kɔ̃stʁɥiʁ
3267,paɾtisipaban,paʁtisipɛ
3268,ɾepatɾjaðos,ʁapatʁije
3269,monetaɾjas,monetɛʁ
3270,kobalto,kobalt
3271,tɾatamjentos,tʁɛtəmɑ̃
3272,siɾkunskɾipsion,siʁkɔ̃skʁipsjɔ̃
3273,aseptable,aksɛptabl
3274,maɾinas,maʁin
3275,oɾðinaɾjo,ɔʁdinɛʁ
3276,noblesa,nɔblɛs
3277,xestjon,ʒɛstjɔ̃
3278,ɾeseɾba,ʁezɛʁv
3279,espaɲol,ɛspaɲɔl
3280,pɾofundiðaðes,profɔ̃dœʁ
3281,imposibles,ɛ̃posibl
3282,kateɣoɾjas,kateɡoʁi
3283,aeɾeo,aeʁjɛ̃
3284,kontɾa,kɔ̃tʁ
3285,meðikos,medəsɛ̃
3286,imaxenes,imaʒ
3287,kobeɾtuɾa,kuvɛʁtyʁ
3288,notas,nɔt
3289,bitaliðað,vitalite
3290,siɾkunskɾipsiones,siʁkɔ̃skʁipsjɔ̃
3291,pɾomobeɾ,promuvwaʁ
3292,estatuto,staty
3293,inmeðjata,imedjat
3294,depende,depɑ̃
3295,diktaðuɾa,diktatyʁ
3296,aðbeɾsaɾjos,advɛʁsɛʁ
3297,blokes,blɔk
3298,defensibo,defɑ̃sif
3299,independjentes,ɛ̃depɑ̃dɑ̃
3300,komplexiðað,kɔ̃plɛksite
3301,doblaxe,dublaʒ
3302,konfiɾmaðas,kɔ̃fiʁme
3303,pɾeroɣatibas,pʁeʁoɡativ
3304,djamante,djamɑ̃
3305,aɾabes,aʁab
3306,ɾeɣwlaɾmente,ʁeɡyljɛʁəmɑ̃
3307,fasilmente,fasiləmɑ̃
3308,supeɾestɾeʝa,sypɛʁstaʁ
3309,ilustɾan,ilystʁ
3310,plaias,plaʒ
3311,intakta,ɛ̃takt
3312,oɾɣanisaðoɾes,ɔʁɡanizatœʁ
3313,maɾeas,maʁe
3314,soliðos,solid
3315,foɾsando,fɔʁsɑ̃
3316,polaɾisasion,polaʁizasjɔ̃
3317,tendensias,tɑ̃dɑ̃s
3318,ɾespiɾatoɾjas,ʁɛspiʁatwaʁ
3319,sitaɾ,site
3320,monoɣɾafjas,monoɡʁafi
3321,fɾonteɾisos,fʁɔ̃talje
3322,intensibo,ɛ̃tɑ̃sif
3323,kaskaða,kaskad
3324,klubes,klœb
3325,ɾuptuɾa,ʁyptyʁ
3326,fleksibiliðað,flɛksibilite
3327,eskandalo,skɑ̃dal
3328,aljansa,aljɑ̃s
3329,koðifikasion,kodifikasjɔ̃
3330,ʝbɾiðas,ibʁid
3331,ʃaɾja,ʃaʁja
3332,abandonaðos,abɑ̃done
3333,konklwiɾ,kɔ̃klyʁ
3334,ɾekompensa,ʁekɔ̃pɑ̃s
3335,plomo,plɔ̃
3336,oseanos,oseɑ̃
3337,pɾoloɣo,prolɔɡ
3338,monaɾka,monaʁk
3339,diplomatikas,diplomatik
3340,kalkulaðo,kalkyle
3341,imposible,ɛ̃posibl
3342,sentimos,sɑ̃tim
3343,neɣosiaɾ,neɡosje
3344,etnjas,ɛtni
3345,imaxinaɾjas,imaʒinɛʁ
3346,diɾektamente,diʁɛktəmɑ̃
3347,otomano,otomɑ̃
3348,ɾekomjenda,ʁəkomɑ̃d
3349,kolektibiðað,kolɛktivite
3350,albanes,albanɛ
3351,kontɾaɾjas,kɔ̃tʁɛʁ
3352,maseðonja,masedonjɛn
3353,abstɾakto,abstʁɛ
3354,ekonomista,ekonomist
3355,futuɾa,fytyʁ
3356,ɾestauɾasion,ʁɛstoʁasjɔ̃
3357,kopɾoðuksion,koprodyksjɔ̃
3358,eksklwiðos,ɛkskly
3359,inminente,ɛminɑ̃t
3360,xeneɾasiones,ʒeneʁasjɔ̃
3361,tɾatamjento,tʁɛtəmɑ̃
3362,ɾotasiones,ʁotasjɔ̃
3363,kɾiminal,kʁiminɛl
3364,pɾefekto,pʁefɛ
3365,enteraða,ɑ̃tɛʁe
3366,ɡɾanaðas,ɡʁənad
3367,moðeɾnas,modɛʁn
3368,defensibos,defɑ̃sif
